property_id,postcode,property_type,built_form,construction_age,tenure,main_fuel,epc_rating,mains_gas,local_authority,latitude,longitude
P0282,NG5 6DZ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.995507,-1.152293
P0283,NG11 8PH,House,Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.915531,-1.180981
P0284,NG6 0AE,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.983425,-1.177881
P0285,NG2 4HS,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.953843,-1.121477
P0286,NG3 7FH,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.957993,-1.112685
P0287,NG5 6EJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.997944,-1.146106
P0289,NG6 9EF,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.993807,-1.181691
P0290,NG11 9LU,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.90216,-1.180459
P0291,NG6 8PU,House,Detached,1996-2002,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.987998,-1.199841
P0292,NG8 6JZ,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.977642,-1.22836
P0293,NG11 8NZ,House,Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.916455,-1.180695
P0294,NG8 6HS,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.981265,-1.214682
P0296,NG6 0LS,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.981464,-1.189476
P0297,NG7 3AH,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.960459,-1.174163
P0298,NG3 6LZ,House,Mid-Terrace,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.96449,-1.119535
P0299,NG7 7BH,House,Semi-Detached,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.974392,-1.166392
P0300,NG8 5JT,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.978664,-1.20344
P0301,NG11 9AD,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.897591,-1.172399
P0303,NG8 5RB,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973365,-1.208154
P0304,NG3 1HL,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.958791,-1.139286
P0305,NG11 8JX,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.909907,-1.168462
P0306,NG8 6BQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982609,-1.211396
P0307,NG3 3DJ,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.968027,-1.125032
P0308,NG8 3AE,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.971685,-1.216434
P0309,NG6 9EG,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.993378,-1.180671
P0310,NG3 2BN,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.954484,-1.128088
P0311,NG9 2TS,House,End-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.934519,-1.210468
P0312,NG7 2JE,House,Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.940344,-1.186345
P0313,NG8 5HS,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976006,-1.197218
P0315,NG5 5HT,House,End-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.994851,-1.166251
P0316,NG8 3AF,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.970029,-1.217506
P0318,NG6 9AP,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,F,Yes,Nottingham,53.000562,-1.192784
P0321,NG3 3BB,House,Semi-Detached,2012 onwards,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.974113,-1.126294
P0322,NG5 1NU,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,F,Yes,Nottingham,52.988806,-1.1696
P0323,NG5 3HN,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.990552,-1.143243
P0324,NG5 5GH,House,Mid-Terrace,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.996379,-1.171377
P0326,NG5 3BG,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.987136,-1.15703
P0327,NG5 5GS,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994303,-1.172817
P0329,NG8 5PY,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.977939,-1.207966
P0330,NG5 1LY,House,Semi-Detached,1983-1990,Rented (private),Mains Gas,D,Yes,Nottingham,52.987978,-1.172074
P0331,NG3 7DX,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.95805,-1.1191
P0332,NG6 9FP,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.996486,-1.1817
P0334,NG8 4AD,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.967267,-1.225492
P0335,NG3 7DX,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.95805,-1.1191
P0337,NG7 5QP,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.962762,-1.182203
P0338,NG7 7JW,House,Mid-Terrace,1996-2002,Rented (private),Mains Gas,C,Yes,Nottingham,52.973683,-1.166525
P0339,NG8 5HL,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.975778,-1.19274
P0340,NG8 2SD,House,Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.948883,-1.232249
P0341,NG8 6JR,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976518,-1.218789
P0342,NG6 0LN,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.982806,-1.189898
P0343,NG8 6HE,House,Semi-Detached,2012 onwards,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.977021,-1.236652
P0344,NG8 2JB,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.952056,-1.244994
P0346,NG8 3AW,House,End-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.972117,-1.223485
P0347,NG8 3BZ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.971639,-1.221781
P0348,NG8 5LB,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.978681,-1.197958
P0350,NG6 8BD,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,53.015543,-1.193458
P0351,NG5 5LW,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.997488,-1.17067
P0352,NG6 0LW,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.9814,-1.191905
P0353,NG11 7DQ,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.916056,-1.15963
P0354,NG3 5EN,House,Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.977498,-1.145587
P0355,NG6 7BD,House,Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.995354,-1.211119
P0356,NG3 3EW,House,Mid-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.965791,-1.125285
P0357,NG8 6FG,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.975527,-1.215709
P0358,NG8 6QE,House,Semi-Detached,1996-2002,Rented (private),Mains Gas,D,Yes,Nottingham,52.979116,-1.225624
P0360,NG8 5PS,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.977564,-1.206945
P0361,NG2 4JP,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.950002,-1.131006
P0363,NG3 3BU,House,Mid-Terrace,1976-1982,Owner-occupied,Electricity,E,No,Nottingham,52.970404,-1.129153
P0365,NG6 0LQ,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.982098,-1.192756
P0366,NG11 8SW,House,End-Terrace,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.904687,-1.195042
P0367,NG5 9BD,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.004878,-1.175864
P0368,NG5 3EN,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.988359,-1.147025
P0369,NG8 1JX,House,Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.956181,-1.199312
P0370,NG7 6NA,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.970737,-1.161802
P0371,NG6 8GT,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,53.004545,-1.196942
P0372,NG8 3DA,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973258,-1.220561
P0373,NG6 0LH,House,Semi-Detached,1983-1990,Rented (private),Mains Gas,D,Yes,Nottingham,52.983779,-1.188777
P0374,NG9 2TS,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.934519,-1.210468
P0376,NG8 4NR,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.962921,-1.220657
P0377,NG7 3HS,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.957268,-1.170294
P0378,NG8 3PR,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.961069,-1.186984
P0379,NG5 3EN,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.988359,-1.147025
P0380,NG8 6GX,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979456,-1.213077
P0381,NG3 5AD,House,Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.965864,-1.151563
P0382,NG3 2GP,House,Semi-Detached,2012 onwards,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.958821,-1.133524
P0383,NG2 2DW,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.938782,-1.145679
P0384,NG5 3AB,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.984874,-1.1462
P0385,NG11 7HF,House,Semi-Detached,2012 onwards,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.920791,-1.161784
P0386,NG7 5GG,House,Semi-Detached,1976-1982,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.966417,-1.1739
P0387,NG8 6HT,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.980469,-1.218048
P0389,NG3 7DU,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.95875,-1.11779
P0391,NG2 2HU,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.942562,-1.147614
P0392,NG2 2FS,House,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.939843,-1.149557
P0393,NG3 7GP,House,Detached,1930-1949,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.96045,-1.107066
P0394,NG5 1AU,House,End-Terrace,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.971907,-1.156925
P0395,NG5 4AJ,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.981349,-1.143559
P0396,NG5 5QT,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.009223,-1.157136
P0397,NG8 5FJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973399,-1.182628
P0398,NG5 5HS,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994345,-1.163445
P0399,NG8 6DF,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.985907,-1.205839
P0402,NG11 8BT,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.905896,-1.182589
P0403,NG11 9HY,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,B,Yes,Nottingham,52.902239,-1.189378
P0404,NG5 2HL,House,End-Terrace,2007-2011,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.980681,-1.153209
P0405,NG8 6DY,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.981695,-1.207703
P0406,NG8 2DU,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.956406,-1.242015
P0407,NG2 1PG,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.940445,-1.15828
P0408,NG8 6FR,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.978754,-1.2102
P0409,NG7 3BJ,House,End-Terrace,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.960095,-1.17484
P0410,NG7 6NQ,House,Detached,before 1900,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.969611,-1.158935
P0411,NG5 9EF,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,53.008026,-1.165774
P0412,NG8 6EA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,E,Yes,Nottingham,52.983286,-1.206378
P0413,NG5 5NR,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,B,Yes,Nottingham,53.000361,-1.157353
P0414,NG5 3GJ,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.994401,-1.145968
P0415,NG8 3DE,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.969371,-1.219945
P0416,NG8 6HP,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.980422,-1.210974
P0417,NG5 5HX,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.995002,-1.160974
P0418,NG5 4DL,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.980942,-1.14315
P0420,NG5 5QD,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.00731,-1.153537
P0422,NG5 3EL,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.987285,-1.146421
P0423,NG5 2AE,House,End-Terrace,1983-1990,Rented (private),Mains Gas,C,Yes,Nottingham,52.97562,-1.15441
P0425,NG8 5PE,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97539,-1.204453
P0426,NG5 5UX,House,Mid-Terrace,2003-2006,Rented (private),Mains Gas,C,Yes,Nottingham,52.994046,-1.168233
P0427,NG8 5HU,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.97493,-1.19627
P0428,NG8 5LD,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.978344,-1.198635
P0429,NG5 3BH,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.987557,-1.151868
P0430,NG8 6EG,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.983138,-1.203059
P0431,NG8 3AL,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.972458,-1.219279
P0432,NG5 1GQ,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.9815,-1.168653
P0433,NG6 9GX,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.996675,-1.189608
P0435,NG7 5DS,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.963815,-1.17072
P0436,NG5 6GA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.996284,-1.151533
P0438,NG8 5FJ,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.973399,-1.182628
P0439,NG2 4GP,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.948388,-1.130339
P0440,NG5 5GL,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.997466,-1.175185
P0441,NG8 3PP,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.960548,-1.187113
P0442,NG1 4HA,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.962974,-1.154761
P0443,NG5 5JJ,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.995867,-1.158633
P0444,NG8 5HY,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.973908,-1.199402
P0445,NG2 2FF,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.940254,-1.147882
P0447,NG8 5NA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.977596,-1.210444
P0449,NG5 5LR,House,Mid-Terrace,1976-1982,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.998755,-1.170616
P0450,NG7 3DH,House,Mid-Terrace,before 1900,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.959321,-1.177296
P0451,NG3 1BQ,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.962834,-1.150193
P0452,NG3 7HE,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.963046,-1.105584
P0453,NG3 2NE,House,Mid-Terrace,1996-2002,Rented (private),Mains Gas,C,Yes,Nottingham,52.963781,-1.120904
P0454,NG5 9AA,House,Mid-Terrace,1976-1982,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.003471,-1.17519
P0455,NG5 1NU,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.988806,-1.1696
P0457,NG8 5NR,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,B,Yes,Nottingham,52.979252,-1.204069
P0458,NG8 6BP,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982059,-1.211093
P0459,NG6 8GR,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,F,Yes,Nottingham,53.005272,-1.196735
P0460,NG6 9DZ,House,End-Terrace,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.991187,-1.182396
P0461,NG8 1LG,House,Detached,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.958692,-1.202362
P0462,NG11 8JG,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.907663,-1.170319
P0463,NG8 6EL,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982447,-1.200495
P0464,NG8 5NW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.980546,-1.199964
P0465,NG8 5NQ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.980382,-1.19958
P0466,NG1 1GY,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.950291,-1.143607
P0468,NG8 1EH,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.951607,-1.192817
P0469,NG5 6EN,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.99694,-1.14401
P0470,NG3 3AX,House,Semi-Detached,1976-1982,Rented (private),Mains Gas,C,Yes,Nottingham,52.96562,-1.127716
P0471,NG7 4BJ,House,Mid-Terrace,1991-1995,Rented (private),Mains Gas,C,Yes,Nottingham,52.961381,-1.168429
P0472,NG6 0EQ,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.98894,-1.178521
P0474,NG8 5PW,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979192,-1.205739
P0475,NG8 1HU,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.956065,-1.204777
P0476,NG8 6FU,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979265,-1.214048
P0478,NG6 0LP,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.982513,-1.192987
P0479,NG8 6QE,House,Semi-Detached,1991-1995,Rented (social),Mains Gas,D,Yes,Nottingham,52.979116,-1.225624
P0480,NG5 3DB,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.985385,-1.145982
P0481,NG8 4EQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.965033,-1.220663
P0482,NG3 2BP,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.955161,-1.127137
P0483,NG8 6HZ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.975355,-1.2196
P0485,NG11 8PF,House,Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.916127,-1.178813
P0486,NG3 3AH,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.969946,-1.125589
P0488,NG11 8RQ,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.902946,-1.192903
P0489,NG2 3LB,House,Mid-Terrace,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.944284,-1.144604
P0490,NG8 6EN,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.983037,-1.200097
P0491,NG5 5SB,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.002657,-1.147667
P0492,NG6 8BA,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,53.016877,-1.18999
P0493,NG2 4HX,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.955021,-1.124088
P0494,NG3 7AH,House,Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.964663,-1.113858
P0495,NG8 6DD,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.984556,-1.206713
P0496,NG8 5NR,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979252,-1.204069
P0497,NG3 5GP,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.98042,-1.128282
P0498,NG6 8PH,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.99853,-1.202075
P0499,NG2 4FT,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.951977,-1.124477
P0500,NG8 2DB,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.955939,-1.225218
P0501,NG6 9EF,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.993807,-1.181691
P0504,NG5 5GJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.997238,-1.174698
P0505,NG6 0DP,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.990561,-1.188174
P0506,NG8 6BT,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.984072,-1.212397
P0507,NG6 8BG,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,53.014619,-1.192388
P0508,NG8 2PJ,House,End-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.947242,-1.225908
P0509,NG3 6JL,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.963849,-1.11916
P0510,NG8 3AA,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.969513,-1.2129
P0511,NG5 9AR,House,Mid-Terrace,1976-1982,Rented (private),Mains Gas,C,Yes,Nottingham,53.003006,-1.172964
P0513,NG7 2LT,House,End-Terrace,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.945714,-1.179027
P0514,NG7 7AP,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,B,Yes,Nottingham,52.974541,-1.165838
P0517,NG7 6EY,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.968202,-1.170725
P0518,NG9 2SB,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.936346,-1.21216
P0519,NG8 5PW,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979192,-1.205739
P0520,NG7 3JN,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.956619,-1.163638
P0521,NG7 6PX,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.970922,-1.165148
P0522,NG8 5PP,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977185,-1.205388
P0524,NG5 5RB,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,53.005384,-1.150743
P0526,NG5 5GT,House,Mid-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.993948,-1.172243
P0527,NG5 5GT,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.993948,-1.172243
P0528,NG8 6NT,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.979703,-1.231645
P0529,NG3 7FR,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,E,Yes,Nottingham,52.956801,-1.107112
P0530,NG11 7AA,House,Detached,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.933865,-1.157158
P0532,NG7 5PD,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.96186,-1.172707
P0534,NG11 7BY,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.918327,-1.159169
P0535,NG8 6GZ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976492,-1.216198
P0537,NG8 2PJ,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.947242,-1.225908
P0538,NG8 1QB,House,End-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.958219,-1.187008
